page,n_orden,provincia,departamento,localidad,footnote,total,varones,mujeres
v7_p01,139,Tucumán,Chicligasta,Alpachiri,,1078,583,495
v7_p01,315,La Rioja,San Blas de los Sauces,Alpasinche,,346,170,176
v7_p01,387,Salta,Rivadavia,Alto de la Sierra,,181,101,80
v7_p01,80,Tucumán,Chicligasta,Alto Verde,,1700,899,801
v7_p01,212,Tucumán,Tafí,Amaichá del Valle,,620,297,323
v7_p01,375,La Rioja,General Ocampo,Ambil,,203,102,101
v7_p01,263,La Rioja,Castro Barros,Aminga,,480,254,226
v7_p01,377,Salta,La Viña,Ampascachi,,202,109,93
v7_p01,401,Catamarca,Ancasti,Ancasti,,149,79,70
v7_p01,46,Catamarca,Andalgalá,Andalgalá,,3260,1531,1729
v7_p01,242,Salta,San Carlos,Angastaco,,541,295,246
v7_p01,141,La Rioja,Chilecito,Anguinán,,1017,518,499
v7_p01,385,Catamarca,Ancasti,Anquincila,,187,87,100
v7_p01,237,La Rioja,Castro Barros,Anillaco,,565,282,283
v7_p01,211,Salta,San Carlos,Animaná,,622,318,304
v7_p01,272,La Rioja,Castro Barros,Anjullón,,465,241,224
v7_p01,215,Salta,Rosario de la Frontera,Antilla,,613,316,297
v7_p01,273,Catamarca,Antofagasta de la Sierra,Antofagasta de la Sierra,,462,256,206
v7_p01,118,Salta,Anta,Apolinario Saravia,,1286,683,603
v7_p01,305,Tucumán,Leales,Arároz,,374,190,184
v7_p01,331,La Rioja,Arauco,Arauco,,302,154,148
v7_p01,69,Tucumán,Chicligasta,Arcadia,,1595,857,738
v7_p01,368,Salta,Rosario de la Frontera,Arenal,,211,112,99
v7_p01,247,Tucumán,Chicligasta,Atahona,,525,253,272
v7_p01,370,Salta,Metán,Bajo Grande,,210,120,90
v7_p02,425,Salta,Rosario de la Frontera,Balboa,,94,48,46
v7_p02,226,Catamarca,Paclín,Balcosna,,595,285,310
v7_p02,10,Tucumán,Cruz Alta,Banda del Río Salí,,14604,7414,7190
v7_p02,223,La Rioja,General Lavalle,Banda Florida,,599,303,296
v7_p02,379,Catamarca,Santa Rosa,Bañado de Ovanta,,198,101,97
v7_p02,29,Catamarca,Belén,Belén,,5469,2479,2990
v7_p02,405,La Rioja,General Gordillo,Bella Vista,,147,75,72
v7_p02,23,Tucumán,Famaillá,Bella Vista,,6816,3485,3331
v7_p02,232,Tucumán,Burruyacú,Benjamín Aráoz,,576,296,280
v7_p02,180,Tucumán,Trancas,Benjamín Paz,,760,398,362
v7_p02,198,Salta,General Martín Miguel de Güemes,Betania,,682,368,314
v7_p02,248,Tucumán,Burruyacú,Burruyacú,,524,267,257
v7_p02,258,Salta,Cachi,Cachi,,491,229,262
v7_p02,59,Salta,Cafayate,Cafayate,,2407,1122,1285
v7_p02,109,Jujuy,Ledesma,Caimancito,,1340,772,568
v7_p02,28,Jujuy,Ledesma,Calilegua,,5646,3075,2571
v7_p02,286,Salta,Gral. J. de San Martín,Campichuelo,,419,265,154
v7_p02,318,Salta,Gral. J. de San Martín,Campo Durán,,342,256,86
v7_p02,68,Salta,Rosario de Lerma,Campo Quijano,,2069,1018,1051
v7_p02,91,Salta,General Martín Miguel de Güemes,Campo Santo,,1573,800,773
v7_p02,317,Jujuy,Yaví,Cangrejilla,,343,159,184
v7_p02,187,Catamarca,Capayán,Capayán,,718,376,342
v7_p02,372,Salta,Rivadavia,Capitán J. Page,,207,113,94
v7_p02,428,Jujuy,Rinconada,Carahuasi,,90,38,52
v7_p02,222,La Rioja,Famatina,Carrizal,,600,297,303
v7_p02,336,Jujuy,Cochinoca,Casabindo,,280,132,148
v7_p02,332,Jujuy,Valle Grande,Caspalá,,288,118,170
v7_p02,358,La Rioja,General Belgrano,Castro Barros,,233,110,123
v7_p02,3,Catamarca,Capital,Catamarca,,45929,21102,24827
v7_p02,391,Jujuy,Susques,Catua,,174,86,88
v7_p02,341,La Rioja,Capital,Cebollar,,268,149,119
v7_p02,203,Salta,Anta,Ceibalito,,664,394,270
v7_p02,78,Salta,Cerrillos,Cerrillos,,1718,856,862
v7_p02,420,Catamarca,Tinogasta,Cerro Negro,,113,52,61
v7_p02,151,Tucumán,Cruz Alta,Cevil Pozo,,930,511,419
v7_p02,304,Tucumán,Tafí,Cevil Redondo,,377,214,163
v7_p02,350,Jujuy,Santa Catalina,Cienaguillas,,251,124,127
v7_p02,154,Salta,General Martín Miguel de Güemes,Cobos,,914,525,389
v7_p02,430,Salta,La Poma,Cobres,,84,43,41
v7_p03,280,Jujuy,Cochinoca,Cochinoca,,440,203,237
v7_p03,179,Tucumán,Tafí,Colalao del Valle,,764,360,404
v7_p03,281,Catamarca,Pomán,Colana,,439,238,201
v7_p03,83,Tucumán,Cruz Alta,Colombres,,1677,860,817
v7_p03,94,Salta,Orán,Colonia Santa Rosa,,1535,830,705
v7_p03,414,La Rioja,General Ocampo,Comandante Leal,,118,54,64
v7_p03,8,Tucumán,Chicligasta,Concepción,,15832,7574,8258
v7_p03,149,Catamarca,Tinogasta,Copacabana,,957,464,493
v7_p03,426,Salta,Rosario de la Frontera,Copo Quile,,93,46,47
v7_p03,311,Jujuy,Susques,Coranzuli,,351,162,189
v7_p03,148,Salta,Gral. J. de San Martín,Coronel Cornejo,,972,517,455
v7_p03,153,Salta,Rivadavia,Cnel. Juan Solá Morillo,,920,476,444
v7_p03,82,Salta,La Viña,Coronel Moldes,,1695,881,814
v7_p03,404,Salta,Anta,Coronel Mollinedo,,148,79,69
v7_p03,418,La Rioja,General San Martín,Corral de Isaac,,114,50,64
v7_p03,422,Jujuy,Rinconada,Crossmayo,,107,51,56
v7_p03,111,Jujuy,Ledesma,Chalicán,,1321,778,543
v7_p03,40,La Rioja,Gobernador Gordillo,Chamical,,3756,1818,1938
v7_p03,168,La Rioja,General Belgrano,Chañar,,829,392,437
v7_p03,164,Catamarca,Andalgalá,Chaquiago,,848,408,440
v7_p03,399,La Rioja,General Roca,Chelcos,,155,72,83
v7_p03,50,La Rioja,General Roca,Chepes,,2941,1479,1462
v7_p03,257,Tucumán,Chicligasta,Chicligasta,,498,213,285
v7_p03,137,Salta,Chicoana,Chicoana,,1093,540,553
v7_p03,18,La Rioja,Chilecito,Chilecito,,9809,4509,5300
v7_p03,189,Tucumán,Trancas,Choromoro,,716,372,344
v7_p03,65,Catamarca,Capayán,Chumbicha,,2188,1092,1097
v7_p03,335,La Rioja,Castro Barros,Chuquis,,280,143,137
v7_p03,60,Tucumán,Cruz Alta,Delfín Gallo,,2405,1257,1148
v7_p03,240,La Rioja,General Roca,Desiderio Tello,,556,278,278
v7_p03,293,Salta,Chicoana,Dr. Facundo Zuviría,,402,209,193
v7_p03,116,Tucumán,Río Chico,Donato Alvarez,,1304,699,605
v7_p03,246,Salta,Gral. J. de San Martín,Dragones,,525,271,254
v7_p03,35,Jujuy,Humahuaca,El Aguilar,,4257,2316,1941
v7_p03,102,Salta,General Martín Miguel de Güemes,El Bordo,,1453,767,686
v7_p03,241,Tucumán,Cruz Alta,El Bracho,,544,277,267
v7_p03,69,Jujuy,El Carmen,El Carmen,,2029,1031,998
v7_p03,101,Salta,Chicoana,El Carril,,1455,758,697
v7_p03,121,Tucumán,Burruyacú,El Chañar,,1229,674,555
v7_p04,76,Salta,Metán,El Galpón,,1821,899,922
v7_p04,181,Tucumán,Chicligasta,El Molino,,759,397,362
v7_p04,310,Jujuy,Tumbaya,El Morano,,358,159,199
v7_p04,178,Salta,Rosario de la Frontera,El Naranjo,,767,419,348
v7_p04,309,Catamarca,Pomán,El Pajonal,,359,190,169
v7_p04,44,Jujuy,Santa Bárbara,El Piquete,,3414,2036,1378
v7_p04,294,Catamarca,Valle Viejo,El Portezuelo,,401,192,209
v7_p04,359,La Rioja,Rivadavia,El Portezuelo,,231,118,113
v7_p04,288,Salta,Rosario de la Frontera,El Potrero,,415,230,185
v7_p04,184,Catamarca,Tinogasta,El Puesto,,723,341,382
v7_p04,123,Salta,Anta,El Quebrachal,,1212,600,612
v7_p04,188,Jujuy,San Pedro,El Quemado,,718,454,264
v7_p04,298,Catamarca,Santa María,El Recreo,,391,179,212
v7_p04,204,Catamarca,Ambato,El Rodeo,,648,315,333
v7_p04,408,Catamarca,Ancasti,El Taco,,136,63,73
v7_p04,386,Tucumán,Chicligasta,El Tobar,,184,107,77
v7_p04,303,Salta,Metán,El Tunal,,378,213,165
v7_p04,25,Salta,Gral. J. de San Martín,Embarcación,,6371,3277,3094
v7_p04,84,Tucumán,Leales,Esquina,,1292,660,632
v7_p04,231,Catamarca,La Paz,Esquiú,,584,284,300
v7_p04,183,La Rioja,Arauco,Estación Masán,,726,367,359
v7_p04,363,Salta,Orán,Esteban de Urizar,,221,138,83
v7_p04,27,Tucumán,Famaillá,Famaillá,,6233,3119,3114
v7_p04,110,La Rioja,Famatina,Famatina,,1330,643,687
v7_p04,103,Catamarca,Tinogasta,Fiambalá,,1450,706,744
v7_p04,84,Jujuy,Ledesma,Fraile Pintado,,1676,857,819
v7_p04,202,Catamarca,Santa María,Fuerte Quemado,,672,320,352
v7_p04,134,Salta,Anta,Gaona,,1100,579,521
v7_p04,96,Tucumán,Chicligasta,Gastona,,1506,800,706
v7_p04,398,Salta,Capital,General Alvarado,,159,82,77
v7_p04,171,Salta,Gral. J. de San Martín,General Ballivián,,795,428,367
v7_p04,19,Salta,General Martín Miguel de Güemes,General Martín Miguel de Güemes,,8748,4376,4372
v7_p04,201,Salta,Anta,General Pizarro,,673,352,321
v7_p04,182,Tucumán,Burruyacú,Gobernador Garmendia,,740,368,372
v7_p04,308,Tucumán,Burruyacú,Gobernador Piedrabuena,,363,171,192
v7_p04,279,Catamarca,Pomán,Golpes,,440,210,230
v7_p04,130,Tucumán,Graneros,Graneros,,1127,536,591
v7_p04,284,Salta,Guachipas,Guachipas,,433,206,227
v7_p04,120,La Rioja,General Lavalle,Guandacol,,1255,607,648
v7_p05,296,Salta,Gral. J. de San Martín,Hickman,,397,219,178
v7_p05,206,Jujuy,Tilcara,Huacalera,,641,315,326
v7_p05,152,Catamarca,Andalgalá,Huaco,,929,477,452
v7_p05,225,Catamarca,Belén,Hualfín,,595,310,285
v7_p05,402,Tucumán,Graneros,Huasa Pampa Sud,,149,65,84
v7_p05,157,Catamarca,Capayán,Huillapima,,902,456,446
v7_p05,57,Jujuy,Humahuaca,Humahuaca,,2530,1179,1351
v7_p05,343,Salta,Rosario de la Frontera,Horcones,,267,124,143
v7_p05,131,Catamarca,La Paz,Icaño,,1114,585,529
v7_p05,30,Jujuy,San Pedro,Ingenio La Esperanza,,5076,2580,2496
v7_p05,106,Tucumán,Famaillá,Ingenio Lules,,1427,752,675
v7_p05,14,Tucumán,Río Chico,Ingenio Santa Ana,,11771,6138,5633
v7_p05,410,Catamarca,Ancasti,Ipisca,,131,64,67
v7_p05,429,Salta,Iruya,Iruya,,85,48,37
v7_p05,321,Jujuy,Humahuaca,Iturbe,,326,146,180
v7_p05,227,La Rioja,General Sarmiento,Jagüé,,594,276,318
v7_p05,306,Salta,Orán,Jerónimo Matorras,,369,209,160
v7_p05,45,Salta,Anta,Joaquín V. González,,3274,1632,1642
v7_p05,228,Salta,La Caldera,La Caldera,,589,333,256
v7_p05,260,Salta,Candelaria,La Candelaria,,485,264,221
v7_p05,194,Catamarca,Fray Mamerto Esquiú,La Carrera,,696,328,368
v7_p05,259,Catamarca,Belén,La Ciénaga,,491,224,267
v7_p05,79,Tucumán,Graneros,La Cocha,,1709,843,866
v7_p05,360,Catamarca,La Paz,La Dorada,,229,112,117
v7_p05,77,Tucumán,Leales,La Encantada,,1793,949,844
v7_p05,287,Catamarca,Fray Mamerto Esquiú,La Falda,,417,212,205
v7_p05,119,Tucumán,Famaillá,La Fronterita,,1283,718,565
v7_p05,289,Catamarca,La Paz,La Guardia,,414,195,219
v7_p05,352,La Rioja,General Roca,La Jarilla,,249,126,123
v7_p05,67,Tucumán,Graneros,La Madrid,,2116,1059,1057
v7_p05,326,Catamarca,Ancasti,La Majada,,315,153,162
v7_p05,49,Jujuy,San Pedro,La Mendieta,,2991,1560,1431
v7_p05,159,Catamarca,Paclín,La Merced,,895,468,427
v7_p05,73,Salta,Cerrillos,La Merced,,1908,993,915
v7_p05,411,Salta,La Poma,La Poma,,129,77,52
v7_p05,354,Tucumán,Graneros,La Posta,,245,137,108
v7_p05,278,Catamarca,Ambato,La Puerta,,444,236,208
v7_p05,396,Catamarca,Belén,La Puerta de San José,,161,78,83
v7_p05,26,Jujuy,Yaví,La Quiaca,,6290,3029,3261
v7_p05,88,Tucumán,Burruyacú,La Ramada,,1609,846,763
v7_p06,191,Tucumán,Famaillá,La Reducción,,710,393,317
v7_p06,5,La Rioja,Capital,La Rioja,,35431,17073,18358
v7_p06,397,Catamarca,Santa Rosa,Las Cañas,,160,84,76
v7_p06,87,Tucumán,Cruz Alta,Las Cejas,,1613,774,839
v7_p06,316,Salta,Rosario de Lerma,La Silleta,,345,179,166
v7_p06,173,Salta,Anta,Las Lajitas,,783,398,385
v7_p06,100,Catamarca,Fray Mamerto Esquiú,Las Pirquitas,,1470,744,726
v7_p06,39,Tucumán,Cruz Alta,Lastenia,,3851,1998,1853
v7_p06,37,Tucumán,Chicligasta,La Trinidad,,4199,2182,2017
v7_p06,394,Salta,Rivadavia,La Unión,,163,86,77
v7_p06,235,Salta,La Viña,La Viña,,570,251,319
v7_p06,127,Tucumán,Leales,Leales,,1168,588,580
v7_p06,234,Tucumán,Trancas,Leocadio Paz,,573,300,273
v7_p06,261,Jujuy,Capital,León,,483,239,244
v7_p06,47,Tucumán,Monteros,León Rouges,,3196,1644,1552
v7_p06,31,Jujuy,Ledesma,Lib. Gral. San Martín,,5051,2727,2324
v7_p06,62,Catamarca,Belén,Londres,,2236,1089,1147
v7_p06,176,Catamarca,Santa María,Loro Huasi,,772,335,437
v7_p06,353,La Rioja,General Ocampo,Los Aguirres,,246,143,103
v7_p06,285,Catamarca,Santa Rosa,Los Altos,,422,208,214
v7_p06,299,Catamarca,Capayán,Los Angeles,,387,205,182
v7_p06,409,Salta,Rosario de la Frontera,Los Baños,,134,77,57
v7_p06,251,Salta,Rivadavia,Los Blancos,,520,280,240
v7_p06,384,Catamarca,Ambato,Los Castillos,,187,94,93
v7_p06,249,Tucumán,Leales,Los Gómez,,523,235,288
v7_p06,161,Jujuy,El Carmen,Los Lapachos,,874,492,382
v7_p06,190,La Rioja,General Lavalle,Los Palacios,,712,353,359
v7_p06,328,Tucumán,Leales,Los Puestos,,312,149,163
v7_p06,72,Tucumán,Cruz Alta,Los Ralos,,1909,1028,881
v7_p06,51,Tucumán,Río Chico,Los Sarmientos,,2874,1505,1369
v7_p06,392,Catamarca,Ambato,Los Varela,,173,96,77
v7_p06,186,Salta,Anta,Luis Burela,,720,425,295
v7_p06,406,Tucumán,Cruz Alta,Luisiana,,146,78,68
v7_p06,32,Tucumán,Famaillá,Lules,,4828,2397,2431
v7_p06,221,Salta,Metán,Lumbreras,,600,353,247
v7_p06,267,Salta,Anta,Macapillo,,472,226,246
v7_p06,208,Tucumán,Burruyacú,Maconitas,,632,363,269
v7_p06,217,La Rioja,Arauco,Machigasta,,609,318,291
v7_p06,115,Jujuy,Tilcara,Maimará,,1308,681,627
v7_p06,349,La Rioja,Rivadavia,Malanzán,,253,122,131
v7_p07,165,La Rioja,Chilecito,Malligasta,,847,431,416
v7_p07,155,Tucumán,Tafí,Manantial,,911,446,465
v7_p07,421,Salta,Orán,Manuel Elordi,,108,50,58
v7_p07,199,Tucumán,Famaillá,Manuel García Fernández,,681,361,320
v7_p07,213,Tucumán,Burruyacú,Mariño,,619,344,275
v7_p07,415,Salta,Orán,Martínez del Tineo,,116,60,56
v7_p07,342,La Rioja,General Roca,Maucasén,,268,127,141
v7_p07,132,Tucumán,Chicligasta,Medinas,,1110,553,557
v7_p07,12,Salta,Metán,Metán,,12849,6196,6653
v7_p07,192,Salta,Metán,Metán Viejo,,710,390,320
v7_p07,71,La Rioja,General Ocampo,Milagro,,1967,977,990
v7_p07,254,Jujuy,Rinconada,Mina Pirquita,,512,277,235
v7_p07,229,Catamarca,Capayán,Miraflores,,587,284,303
v7_p07,345,Tucumán,Leales,Mixta,,262,117,145
v7_p07,312,Salta,Caldera,Mojotoro,,350,198,152
v7_p07,390,Salta,Molinos,Molinos,,174,86,88
v7_p07,177,Tucumán,Chicligasta,Monteagudo,,771,381,390
v7_p07,125,Jujuy,El Carmen,Monte Rico,,1177,646,531
v7_p07,13,Tucumán,Monteros,Monteros,,11968,5682,6286
v7_p07,163,Catamarca,Pomán,Muñquín,,848,463,385
v7_p07,416,La Rioja,Rivadavia,Nacate,,116,55,61
v7_p07,313,Salta,Santa Victoria,Nasareno,,350,154,196
v7_p07,86,La Rioja,Chilecito,Nonogasta,,1671,839,832
v7_p07,169,Salta,Anta,Ntra.Sra. de Talavera,,827,443,384
v7_p07,144,Tucumán,Río Chico,Nueva Trinidad,,1000,565,435
v7_p07,382,La Rioja,General Roca,Noquebe,,192,90,102
v7_p07,423,La Rioja,General Ocampo,Olpas,,106,44,62
v7_p07,122,La Rioja,General Belgrano,Olta,,1226,589,637
v7_p07,339,Jujuy,Santa Catalina,Oratorio,,273,100,173
v7_p07,344,Salta,La Viña,Osma,,263,147,116
v7_p07,291,Tucumán,Famaillá,Padilla,,407,215,192
v7_p07,364,Salta,Gral. J. de San Martín,Padre Lozana,,221,113,108
v7_p07,195,La Rioja,General Lavalle,Pagancillo,,688,344,344
v7_p07,197,Jujuy,Santa Bárbara,Palma Sola,,682,393,289
v7_p07,275,Salta,General Martín Miguel de Güemes,Palomitas,,460,281,179
v7_p07,16,Jujuy,Capital,Palpalá,,10843,5734,5109
v7_p07,378,Jujuy,Humahuaca,Palta de Aparzo,,201,90,111
v7_p07,346,Jujuy,El Carmen,Pampa Blanca,,259,141,118
v7_p07,367,Salta,Guachipas,Pampa Grande,,215,119,96
v7_p08,365,Jujuy,Valle Grande,Pampichuela,,217,105,112
v7_p08,166,La Rioja,Independencia,Patquía,,839,425,414
v7_p08,324,Salta,Cachi,Payogasta,,319,159,160
v7_p08,58,Tucumán,Cruz Alta,Pedro G. Méndes,,2425,1315,1110
v7_p08,38,Jujuy,El Carmen,Perico,,4125,2018,2087
v7_p08,56,Salta,Orán,Pichanal,,2536,1271,1265
v7_p08,314,Salta,Anta,Piquete Cabado,,349,190,159
v7_p08,209,Salta,Gral. J. de San Martín,Piquirenda,,627,320,307
v7_p08,158,La Rioja,Famatina,Pituil,,897,446,451
v7_p08,338,Salta,Rivadavia,Pluma de Pato,,275,144,131
v7_p08,43,Salta,Gral. J. de San Martín,Pocitos,,3438,1737,1701
v7_p08,135,Catamarca,Pomán,Pomán,,1100,529,571
v7_p08,307,Catamarca,Fray Mamerto Esquiú,Pomancillo,,368,190,178
v7_p08,74,Tucumán,Cruz Alta,Poso del Alto,,1875,1021,854
v7_p08,22,Jujuy,Ledesma,Pueblo Ledesma,,6871,3664,3207
v7_p08,400,Salta,Rosario de la Frontera,Puente de Plata,,149,86,63
v7_p08,380,Salta,Rivadavia,Puerto La Paz,,198,88,110
v7_p08,337,Jujuy,Cochinoca,Puesto del Marquéz,,277,124,153
v7_p08,383,Jujuy,Santa Catalina,Puesto Grande,,188,78,110
v7_p08,292,Jujuy,Yaví,Pumahuasi,,407,166,241
v7_p08,252,La Rioja,Vélez Sarsfield,Punta de Los Llanos,,518,263,255
v7_p08,269,Jujuy,Tumbaya,Purmamarca,,472,217,255
v7_p08,167,Catamarca,La Paz,Quirós,,835,452,383
v7_p08,200,Tucumán,Tafí,Raco,,680,348,332
v7_p08,75,Tucumán,Cruz Alta,Ranchillos,,1870,997,873
v7_p08,52,Catamarca,La Paz,Recreo,,2834,1412,1422
v7_p08,355,Jujuy,Capital,Reyes,,243,128,115
v7_p08,256,Catamarca,Pomán,Rincón,,500,254,246
v7_p08,174,Jujuy,Rinconada,Rinconada,,782,366,416
v7_p08,348,Jujuy,Cochinoca,Rinconadillas,,258,120,138
v7_p08,105,Tucumán,Famaillá,Río Colorado,,1433,741,692
v7_p08,193,Tucumán,Río Chico,Río Chico,,704,377,327
v7_p08,213,Salta,Anta,Río del Valle,,575,329,246
v7_p08,300,Salta,Metán,Río Piedras,,380,178,202
v7_p08,63,Tucumán,Monteros,Río Seco,,2211,1187,1024
v7_p08,366,Salta,Rivadavia,Rivadavia,,215,103,112
v7_p08,21,Salta,Rosario de la Frontera,Rosario de la Frontera,,7134,3472,3662
v7_p08,389,Salta,Anta,Rosario del Dorado,,177,101,76
v7_p08,36,Salta,Rosario de Lerma,Rosario de Lerma,,4241,2123,2118
v7_p08,262,Tucumán,Graneros,Rumi-Punco,,481,250,231
v7_p09,265,Tucumán,Graneros,Sacrificio,,479,238,241
v7_p09,218,Catamarca,Tinogasta,Salado,,606,287,319
v7_p09,220,La Rioja,San Blas de los Sauces,Salinas,,602,311,291
v7_p09,2,Salta,Capital,Salta,,117400,55044,62356
v7_p09,92,Tucumán,Cruz Alta,San Andrés,,1564,848,716
v7_p09,114,Catamarca,Fray Mamerto Esquiú,San Antonio,,1312,662,650
v7_p09,356,Catamarca,Paclín,San Antonio,,242,120,122
v7_p09,253,Jujuy,San Antonio,San Antonio,,517,280,237
v7_p09,98,Catamarca,La Paz,San Antonio de la Paz,,1489,763,726
v7_p09,104,Salta,Los Andes,San Antonio de los Cobres,,1439,765,674
v7_p09,347,La Rioja,San Blas de los Sauces,San Blas de los Sauces,,259,121,138
v7_p09,210,Salta,San Carlos,San Carlos,,623,271,352
v7_p09,374,Catamarca,Belén,San Fernando,,204,102,102
v7_p09,124,Tucumán,Famaillá,San Gabriel,,1184,640,544
v7_p09,371,Tucumán,Graneros,San Ignacio,,207,123,84
v7_p09,61,Catamarca,Valle Viejo,San Isidro,,2271,1114,1157
v7_p09,268,Catamarca,Santa María,San José,,472,221,251
v7_p09,266,Catamarca,Tinogasta,San José,,477,218,259
v7_p09,407,Tucumán,Graneros,San José,,138,68,70
v7_p09,255,Salta,Cachi,San José de Escalchi,,508,251,257
v7_p09,140,Catamarca,Fray Mamerto Esquiú,San José de Fray Mamerto Esquiú,,1053,504,549
v7_p09,126,Jujuy,El Carmen,San Juancito,,1170,663,507
v7_p09,147,Salta,Capital,San Lorenzo,,978,530,448
v7_p09,351,Salta,Rosario de la Frontera,San Lorenzo,,250,145,105
v7_p09,373,Catamarca,Capayán,San Martín,,207,104,103
v7_p09,90,Tucumán,Cruz Alta,San Miguel,,1574,856,718
v7_p09,1,Tucumán,Capital,San Miguel de Tucumán,,271546,127683,143863
v7_p09,99,Tucumán,Famaillá,San Pablo,,1481,771,710
v7_p09,340,Catamarca,Capayán,San Pedro,,269,126,143
v7_p09,9,Jujuy,San Pedro,San Pedro,,15354,7505,7849
v7_p09,357,La Rioja,Castro Barros,San Pedro,,235,122,113
v7_p09,162,Tucumán,Trancas,San Pedro de Colalao,,853,456,397
v7_p09,185,Tucumán,Famaillá,San Rafael,,722,365,357
v7_p09,11,Salta,Orán,San Ramón de la Nueva Orán,,14286,7190,7096
v7_p09,4,Jujuy,Capital,San Salvador de Jujuy,,44188,21344,22844
v7_p09,327,La Rioja,General San Martín,San Solano,,314,160,154
v7_p09,322,Jujuy,Valle Grande,Santa Ana,,322,148,174
v7_p09,320,Jujuy,Santa Catalina,Santa Catalina,,331,136,195
v7_p09,93,Jujuy,Santa Bárbara,Santa Clara,,1535,1021,514
v7_p10,196,La Rioja,General Lavalle,Santa Clara,,684,339,345
v7_p10,142,Tucumán,Chicligasta,Santa Cruz,,1012,540,472
v7_p10,70,Tucumán,Monteros,Santa Lucía,,1972,1070,902
v7_p10,53,Catamarca,Santa María,Santa María,,2826,1235,1591
v7_p10,424,Salta,Rivadavia,Santa María,,105,58,47
v7_p10,205,La Rioja,General Ocampo,Santa Rita de Catuna,,641,322,319
v7_p10,143,Catamarca,Tinogasta,Santa Rosa,,1006,476,530
v7_p10,128,Catamarca,Valle Viejo,Santa Rosa,,1149,568,581
v7_p10,66,Tucumán,Leales,Santa Rosa de Leales,,2133,1117,1016
v7_p10,388,Salta,Rosario de Lerma,Santa Rosa de Tastil,,180,90,90
v7_p10,413,Salta,Rivadavia,Santa Victoria,,126,65,61
v7_p10,393,Salta,Santa Victoria,Santa Victoria,,165,88,77
v7_p10,95,La Rioja,Chilecito,Sañogasta,,1508,733,775
v7_p10,333,Salta,Orán,Saucelito,,287,168,119
v7_p10,172,Catamarca,Pomán,Saujil,,786,390,396
v7_p10,319,La Rioja,San Blas de los Sauces,Schaqui,,335,173,162
v7_p10,156,Salta,Molinos,Seclantas,,908,470,438
v7_p10,277,Jujuy,Humahuaca,Senador Péres,,450,204,246
v7_p10,325,Jujuy,Susques,Sey,,318,160,158
v7_p10,236,Tucumán,Burruyacú,Siete de Abril,,565,291,274
v7_p10,175,Catamarca,Pomán,Siján,,780,406,374
v7_p10,48,Tucumán,Monteros,Simoca,,3101,1487,1614
v7_p10,329,La Rioja,Rivadavia,Solca,,309,160,149
v7_p10,219,Catamarca,Valle Viejo,Sumalao,,604,307,297
v7_p10,243,Jujuy,Susques,Susques,,537,254,283
v7_p10,15,Salta,Orán,Tabacal,,11346,6409,4937
v7_p10,245,Tucumán,Graneros,Taco Ralo,,530,245,285
v7_p10,207,Tucumán,Tafí,Tafí del Valle,,640,289,351
v7_p10,6,Tucumán,Tafí,Tafí Viejo,,21197,10310,10887
v7_p10,136,Salta,Candelaria,Tala,,1099,536,563
v7_p10,330,Salta,La Viña,Tala Pampa,,304,164,140
v7_p10,290,La Rioja,Vélez Sarsfield,Tama,,411,192,219
v7_p10,255,Tucumán,Trancas,Tapia,,399,213,186
v7_p10,7,Salta,Gral. J. de San Martín,Tartagal,,16740,8557,8183
v7_p10,271,Tucumán,Burruyacú,Taruca Pampa,,470,254,216
v7_p10,419,Catamarca,Capayán,Telaritos,,113,67,46
v7_p10,381,Jujuy,Capital,Termas de Reyes,,196,111,85
v7_p10,85,Jujuy,Tilcara,Tilcara,,1675,860,815
v7_p10,42,Catamarca,Tinogasta,Tinogasta,,3557,1619,1938
v7_p11,301,Salta,Los Andes,Tolar Grande,,379,239,140
v7_p11,250,Salta,Anta,Toloche,,521,278,243
v7_p11,264,Salta,Cafayate,Tolombón,,480,234,246
v7_p11,129,Tucumán,Trancas,Trancas,,1135,577,558
v7_p11,274,Jujuy,Humahuaca,Tres Cruces,,462,220,242
v7_p11,403,La Rioja,Vélez Sarsfield,Tuisón,,148,83,65
v7_p11,283,Jujuy,Tumbaya,Tumbaya,,435,279,156
v7_p11,282,La Rioja,General San Martín,Ulapes,,438,219,219
v7_p11,54,Salta,Orán,Urundel,,2823,1580,1243
v7_p11,369,Jujuy,Valle Grande,Valle Grande,,211,107,104
v7_p11,170,Salta,Caldera,Vaqueros,,802,470,332
v7_p11,361,Jujuy,Ledesma,Veintitrés de Agosto,,228,136,92
v7_p11,24,Salta,Gral. J. de San Martín,Vespucio,,6809,3364,3445
v7_p11,133,La Rioja,Chilecito,Vichigasta,,1104,566,538
v7_p11,427,Catamarca,El Alto,Vilisman,,93,40,53
v7_p11,20,Tucumán,Río Chico,Villa Alberdi,,7266,3551,3715
v7_p11,145,Tucumán,Río Chico,Villa Belgrano,,1000,518,482
v7_p11,113,La Rioja,Sanagasta,Villa Bustos,,1314,635,679
v7_p11,224,La Rioja,General Lamadrid,Villa Castelli,,597,321,276
v7_p11,395,La Rioja,General Roca,Villa Chepes,,162,89,73
v7_p11,160,Tucumán,Río Chico,Villa Clodomiro Hileret,,875,461,414
v7_p11,108,Catamarca,Valle Viejo,Villa Dolores,,1355,600,755
v7_p11,244,Catamarca,El Alto,Villa El Alto,,530,286,244
v7_p11,150,La Rioja,Arauco,Villa Mazán,,951,517,434
