page,n_orden,localidad,provincia,depto_1960,poblacion,estado_flag,tier,propuesta,tipo_resolucion,georef_id,id_no_censal,nombre_oficial,lat,lon,fuente,fuente_url,confianza,nota
v3_p11,614,José Ferrari,Buenos Aires,Magdalena,373,flag_bahra,A (aparcado),José Ferrari,confirmar_candidato_georef,06505A04,,José Ferrari,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p05,615,Coronel Isleño,Buenos Aires,Salto,372,flag_bahra,A (aparcado),Coronel Isleño,confirmar_candidato_georef,06714A01,,Coronel Isleño,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p11,617,José Santos Arévalo,Buenos Aires,Lobos,372,flag_bahra,A (aparcado),José Santos Arévalo,confirmar_candidato_georef,06483A09,,José Santos Arévalo,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p18,618,Reserva,Buenos Aires,Coronel Pringles,372,flag_bahra,A (aparcado),Reserva,confirmar_candidato_georef,06196A17,,Reserva,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p12,620,La Noria,Buenos Aires,Cañuelas,371,flag_bahra,A (aparcado),La Noria,confirmar_candidato_georef,06134A03,,La Noria,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p20,621,Santiago Larré,Buenos Aires,Roque Pérez,371,flag_bahra,A (aparcado),Santiago Larré,confirmar_candidato_georef,06693A18,,Santiago Larré,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p05,209,Pampa Florida,Chaco,Maipú,371,flag_sin_match,C5-manual_coord,Pampa Florida,manual_coord,,,,-26.5630,-60.3912,OSM Nominatim,"https://nominatim.openstreetmap.org/search?q=Pampa+Florida,+Chaco,+Argentina",verde (guard: coord en depto esperado),"[guard=verde; punto en Maipú] Paraje en Municipio de Tres Isletas, depto Maipú, Chaco."
v7_p05,306,Jerónimo Matorras,Salta,Orán,369,flag_bahra,A (aparcado),Jerónimo Matorras,confirmar_candidato_georef,66126A13,,Jerónimo Matorras,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p03,625,Calvo,Buenos Aires,Coronel Dorrego,368,flag_bahra,A (aparcado),Calvo,confirmar_candidato_georef,06189A00,,Calvo,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p01,248,Cañaditas,Corrientes,Sauce,368,flag_bahra,A (aparcado),Cañaditas,confirmar_candidato_georef,18175A01,,Cañaditas,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p08,307,Pomancillo,Catamarca,Fray Mamerto Esquiú,368,flag_variante,D,,desambiguar,,,,,,georef,,baja,>1 candidato: Pomancillo Este/Fray Mamerto Esquiú [10063020]; Pomancillo Oeste/Fray Mamerto Esquiú [10063030]
v4_p12,652,Marini,Santa Fe,Castellanos,367,flag_variante,A (aparcado),Pueblo Marini,confirmar_candidato_georef,82021300,,Pueblo Marini,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v8_p05,160,Varela,San Luis,La Capital,367,flag_bahra,A (aparcado),Varela,confirmar_candidato_georef,74056A32,,Varela,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p21,628,Tres Lagunas,Buenos Aires,Adolfo Alsina,366,flag_bahra,A (aparcado),Tres Lagunas,confirmar_candidato_georef,06007A19,,Tres Lagunas,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p04,629,Cerrito,Buenos Aires,Rivadavia,365,flag_bahra,A (aparcado),Cerrito,confirmar_candidato_georef,06679A01,,Cerrito,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p17,653,Santa Victoria,Córdoba,General San Martín,365,flag_bahra,A (aparcado),Santa Victoria,confirmar_candidato_georef,14042A11,,Santa Victoria,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p18,631,Pueblitos,Buenos Aires,25 de Mayo,364,flag_bahra,A (aparcado),Pueblitos,confirmar_candidato_georef,06854A20,,Pueblitos,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v9_1_2_p02,120,Coronel Eugenio del Busto,Río Negro,Pichi-Mahuida,363,flag_bahra,A (aparcado),Coronel Eugenio del Busto,confirmar_candidato_georef,62063A03,,Coronel Eugenio del Busto,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p09,633,General Rondeau,Buenos Aires,Puán,362,flag_bahra,A (aparcado),General Rondeau,confirmar_candidato_georef,06651A04,,General Rondeau,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p19,636,San Benito,Buenos Aires,Saladillo,358,flag_bahra,A (aparcado),San Benito,confirmar_candidato_georef,06707A25,,San Benito,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p15,654,San Antonio,Córdoba,San Justo,358,flag_variante_bahra,E-bahra-fuzzy,Capilla San Antonio,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Capilla San Antonio/San Justo [14140A16]
v7_p04,310,El Morano,Jujuy,Tumbaya,358,flag_variante,A (aparcado),El Moreno,confirmar_candidato_georef,38098020,,El Moreno,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v4_p06,655,Encrucijada,Córdoba,Río Seco,357,flag_variante_bahra,E-bahra-fuzzy,Encrucijadas,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Encrucijadas/Río Seco [14112A10]
v5_p01,249,Cataratas del Iguazú,Misiones,Iguazú,357,flag_bahra,A (aparcado),Cataratas del Iguazú,confirmar_candidato_georef,54063A02,,Cataratas del Iguazú,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p06,656,El Quebracho,Córdoba,Calamuchita,356,flag_bahra,A (aparcado),El Quebracho,confirmar_candidato_georef,14007A16,,El Quebracho,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p07,639,El Jabalí,Buenos Aires,9 de Julio,355,flag_bahra,A (aparcado),El Jabalí,confirmar_candidato_georef,06588A06,,El Jabalí,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p06,640,Dieciseis de Julio,Buenos Aires,Azul,354,flag_sin_match,C-generador,16 de Julio,confirmar_candidato_georef,06049050,,16 de Julio,-37.20009841127,-60.1644141143862,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: '16 de Julio' [numero-palabra -> digito: Dieciseis->16]
v8_p01,161,Cienegüita,San Juan,Sarmiento,354,flag_variante,A (aparcado),Cienaguita,confirmar_candidato_georef,70105020,,Cienaguita,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p08,641,Etchegoyen,Buenos Aires,Exaltación de la Cruz,353,flag_bahra,A (aparcado),Etchegoyen,confirmar_candidato_georef,06266A01,,Etchegoyen,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p05,211,Puerto Las Palmas,Chaco,Bermejo,353,flag_bahra,A (aparcado),Puerto Las Palmas,confirmar_candidato_georef,22014A20,,Puerto Las Palmas,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p11,642,José M. Micheo,Buenos Aires,General Alvear,352,flag_sin_match,C5-rename,Estación José María Micheo,rename,,,,-35.8816,-59.9466,Wikipedia (Estación José María Micheo),https://es.wikipedia.org/wiki/Estaci%C3%B3n_Jos%C3%A9_Mar%C3%ADa_Micheo,verde (guard: coord en depto esperado),[guard=verde; punto en General Alvear] Paraje/estación en partido General Alvear.
v5_p06,251,San Antonio,Corrientes,Paso de los Libres,350,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=194 -> homonimo probable (lejano). candidatos: San Antonio/Ituzaingó [18084030]
v7_p07,312,Mojotoro,Salta,La Caldera,350,flag_bahra,A (aparcado),Mojotoro,confirmar_candidato_georef,66077A06,,Mojotoro,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p07,313,Nasareno,Salta,Santa Victoria,350,flag_variante,A (aparcado),Nazareno,confirmar_candidato_georef,66161040,,Nazareno,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p22,643,Viñas,Buenos Aires,Bartolomé Mitre,349,flag_variante,A (aparcado),Viña,confirmar_candidato_georef,06077030,,Viña,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v5_p04,252,La Esmeralda,Entre Ríos,Feliciano,348,flag_bahra,A (aparcado),La Esmeralda,confirmar_candidato_georef,30042A07,,La Esmeralda,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p13,645,Las Mostazas,Buenos Aires,Coronel Pringles,347,flag_bahra,A (aparcado),Las Mostazas,confirmar_candidato_georef,06196A13,,Las Mostazas,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p05,646,Cuculú,Buenos Aires,San Andrés de Giles,346,flag_variante,A (aparcado),Cucullú,confirmar_candidato_georef,06728020,,Cucullú,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v6_p04,212,Los Linares,Santiago del Estero,General Taboada,346,flag_bahra,A (aparcado),Los Linares,confirmar_candidato_georef,86077A10,,Los Linares,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p01,315,Alpasinche,La Rioja,San Blas de los Sauces,346,flag_bahra,A (aparcado),Alpasinche,confirmar_candidato_georef,4611901001,true,Alpasinche,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v4_p12,657,Molinari,Córdoba,Punilla,345,flag_sin_match,C5-rename,Molinari,rename,,,,-31.1999,-64.4830,wikipedia,https://es.wikipedia.org/wiki/Molinari_(C%C3%B3rdoba),verde (guard: coord en depto esperado),"[guard=verde; punto en Punilla] Molinari, localidad del depto Punilla (hoy dependiente de Cosquin), Cordoba. Coincide depto."
v5_p07,253,San Salvador,Corrientes,Paso de los Libres,345,flag_bahra,A (aparcado),San Salvador,confirmar_candidato_georef,18119A16,,San Salvador,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v8_p05,162,Villa Praga,San Luis,San Martín,345,flag_variante,A (aparcado),Villa de Praga,confirmar_candidato_georef,74063080,,Villa de Praga,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p11,650,Ingeniero Silveyra,Buenos Aires,Chacabuco,344,flag_bahra,A (aparcado),Ingeniero Silveyra,confirmar_candidato_georef,06210A06,,Ingeniero Silveyra,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p18,658,Tinoco,Córdoba,Río Primero,344,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=69 -> zona gris. candidatos: Tinoco/Colón [14021270]
v3_p02,651,Avestruz,Buenos Aires,Adolfo Alsina,343,flag_bahra,A (aparcado),Avestruz,confirmar_candidato_georef,06007A02,,Avestruz,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p07,652,Energía,Buenos Aires,San Cayetano,343,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=39 -> transferencia de limite plausible (adyacente). candidatos: Energí­a/Necochea [06581030]
v3_p08,653,Escalada,Buenos Aires,Zárate,343,flag_bahra,A (aparcado),Escalada,confirmar_candidato_georef,06882030,true,Escalada,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v5_p06,254,Puerto Londero,Misiones,25 de Mayo,343,flag_bahra,A (aparcado),Puerto Londero,confirmar_candidato_georef,54119A25,,Puerto Londero,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p02,213,El Negrito,Santiago del Estero,Figueroa,343,flag_bahra,A (aparcado),El Negrito,confirmar_candidato_georef,86070A10,,El Negrito,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p02,317,Cangrejilla,Jujuy,Yaví,343,flag_variante,A (aparcado),Cangrejillos,confirmar_candidato_georef,38112020,,Cangrejillos,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p15,656,Membrillar,Buenos Aires,Chacabuco,341,flag_bahra,A (aparcado),Membrillar,confirmar_candidato_georef,06210A13,,Membrillar,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p07,256,Tres Bocas,Entre Ríos,Gualeguay,339,flag_bahra,A (aparcado),Tres Bocas,confirmar_candidato_georef,30049A20,,Tres Bocas,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p02,214,Fortín Aguilar,Chaco,Presidencia de la Plaza,338,flag_bahra,A (aparcado),Fortín Aguilar,confirmar_candidato_georef,22119A09,,Fortín Aguilar,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p15,658,Miramonte,Buenos Aires,Azul,337,flag_bahra,A (aparcado),Miramonte,confirmar_candidato_georef,06049A21,,Miramonte,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p01,215,Cardozo,Santiago del Estero,Capital,337,flag_variante,A (aparcado),Los Cardozos,confirmar_candidato_georef,86049040,,Los Cardozos,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v6_p06,216,San José,Santiago del Estero,Avellaneda,337,flag_bahra,A (aparcado),San José,confirmar_candidato_georef,86028A26,,San José,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p18,660,Quiñihual,Buenos Aires,Coronel Suárez,336,flag_bahra,A (aparcado),Quiñihual,confirmar_candidato_georef,06203A16,,Quiñihual,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p09,660,La Isla de San Antonio,Córdoba,Tulumba,335,flag_variante_bahra,E-bahra-fuzzy,Isla de San Antonio,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Isla de San Antonio/Tulumba [14175A13]
v7_p10,319,Schaqui,La Rioja,San Blas de los Sauces,335,flag_variante_bahra,E-bahra-fuzzy,Shaqui,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Shaqui/San Blas de Los Sauces [4611901010]
v5_p03,258,Ensenada Grande,Corrientes,San Cosme,333,flag_bahra,A (aparcado),Ensenada Grande,confirmar_candidato_georef,18133A02,,Ensenada Grande,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,259,Saenz Valiente,Corrientes,Monte Caseros,333,flag_bahra,A (aparcado),Sáenz Valiente,confirmar_candidato_georef,18112A15,,Sáenz Valiente,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p14,662,Los Laureles,Buenos Aires,General Villegas,331,flag_bahra,A (aparcado),Los Laureles,confirmar_candidato_georef,06392A13,,Los Laureles,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p06,219,Sabagasta,Santiago del Estero,Salavina,331,flag_bahra,A (aparcado),Sabagasta,confirmar_candidato_georef,86168A24,,Sabagasta,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p08,663,Esther,Buenos Aires,Saladillo,330,flag_bahra,A (aparcado),Esther,confirmar_candidato_georef,06707A09,,Esther,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p16,664,Ombucta,Buenos Aires,Villarino,329,flag_bahra,A (aparcado),Ombucta,confirmar_candidato_georef,06875A34,,Ombucta,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p12,662,Nueva Andalucía,Córdoba,Río Primero,329,flag_bahra,A (aparcado),Nueva Andalucía,confirmar_candidato_georef,14105A33,,Nueva Andalucía,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p14,663,Pretot Freyre,Córdoba,Río Cuarto,328,flag_bahra,A (aparcado),Pretot Freyre,confirmar_candidato_georef,14098A64,,Pretot Freyre,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p01,260,Arroyo Grande,Entre Ríos,Colón,328,flag_bahra,A (aparcado),Arroyo Grande,confirmar_candidato_georef,30088A00,,Arroyo Grande,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
